filename,title,abstract,publication_date,topics
2016-00872.xml,Simplification of Disclosure Requirements for Emerging Growth Companies and Forward Incorporation by Reference on Form S-1 for Smaller Reporting Companies,"The Securities and Exchange Commission (``Commission'') is adopting interim final amendments to its rules and forms to implement Sections 71003 and 84001 of the Fixing America's Surface Transportation (``FAST'') Act, which require that the Commission revise Forms S-1 and F-1 to permit emerging growth companies to omit financial information for certain historical periods and revise Form S-1 to permit forward incorporation by reference for smaller reporting companies.",2016-01-19,"['Reporting and recordkeeping requirements', 'Securities']"
2019-12563.xml,Amendment to Single Issuer Exemption for Broker-Dealers,"The Commission is adopting an amendment to an exemptive provision in the broker-dealer annual reporting rule under the Securities Exchange Act of 1934 (``Exchange Act''). The exemption provides that a broker-dealer is not required to engage an independent public accountant to certify the broker-dealer's annual reports filed with the Commission if, among other things, the securities business of the broker-dealer has been limited to acting as broker (agent) for a single issuer in soliciting subscriptions for securities of that issuer.",2019-06-14,"['Brokers', 'Reporting and recordkeeping requirements', 'Securities']"
02-32948.xml,Home Mortgage Disclosure,"The Board is publishing a final rule amending the staff commentary that interprets the requirements of Regulation C (Home Mortgage Disclosure). The Board is required to adjust annually the asset-size exemption threshold for depository institutions based on the annual percentage change in the Consumer Price Index for Urban Wage Earners and Clerical Workers. The present adjustment reflects changes for the twelve-month period ending in November 2002. During this period, the index increased by 1.27 percent; as a result, the exemption threshold remains at $32 million. Thus, depository institutions with assets of $32 million or less as of December 31, 2002, are exempt from data collection in 2003.",2002-12-31,"['Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Federal Reserve System', 'Mortgages', 'Reporting and recordkeeping requirements']"
2014-28993.xml,Regulatory Flexibility Agenda,"The Securities and Exchange Commission is publishing the Chair's agenda of rulemaking actions pursuant to the Regulatory Flexibility Act (RFA) (Pub. L. 96-354, 94 Stat. 1164) (Sep. 19, 1980). The items listed in the Regulatory Flexibility Agenda for Fall 2014 reflect only the priorities of the Chair of the U.S. Securities and Exchange Commission, and do not necessarily reflect the view and priorities of any individual Commissioner. Information in the agenda was accurate on October 10, 2014, the date on which the Commission's staff completed compilation of the data. To the extent possible, rulemaking actions by the Commission since that date have been reflected in the agenda. The Commission invites questions and public comment on the agenda and on the individual agenda entries. The Commission is now printing in the Federal Register, along with our preamble, only those agenda entries for which we have indicated that preparation of an RFA analysis is required. The Commission's complete RFA agenda will be available online at www.reginfo.gov.",2014-12-22,[]
2013-20617.xml,Retail Commodity Transactions Under Commodity Exchange Act,"On December 14, 2011, the Commodity Futures Trading Commission (``Commission'' or ``CFTC'') issued in the Federal Register an interpretation (``Interpretation'') regarding the meaning of the term ``actual delivery,'' as set forth in the Commodity Exchange Act. The Commission also requested public comment on whether the Interpretation accurately construed the statutory language. In response to the comments received, the Commission has determined to clarify its Interpretation.",2013-08-23,[]
2020-02936.xml,Securitization Safe Harbor Rule,"The FDIC is amending its securitization safe harbor rule, which relates to the treatment of financial assets transferred in connection with a securitization transaction, in order to eliminate a requirement that the securitization documents require compliance with Regulation AB of the Securities and Exchange Commission in circumstances where Regulation AB by its terms would not apply to the issuance of obligations backed by such financial assets.",2020-03-04,['Savings associations']
2014-28987.xml,Semiannual Regulatory Agenda,"The Bureau of Consumer Financial Protection (CFPB or Bureau) is publishing this agenda as part of the Fall 2014 Unified Agenda of Federal Regulatory and Deregulatory Actions. The CFPB reasonably anticipates having the regulatory matters identified below under consideration during the period from November 1, 2014, to October 31, 2015. The next agenda will be published in spring 2015 and will update this agenda through spring 2016. Publication of this agenda is in accordance with the Regulatory Flexibility Act (5 U.S.C. 601 et seq.).",2014-12-22,[]
E7-13407.xml,Smaller Reporting Company Regulatory Relief and Simplification,"The Securities and Exchange Commission is proposing rule amendments relating to our disclosure and reporting requirements for smaller companies under the Securities Act of 1933 and the Securities Exchange Act of 1934. We propose to extend the benefits of our current optional disclosure and reporting requirements for smaller companies to a much larger group of companies. The proposals would allow companies with a public float of less than $75 million to qualify for the smaller company requirements, up from $25 million for most companies today. The proposals also would combine for most purposes the ``small business issuer'' and ``non-accelerated filer'' categories of smaller companies into a single category of ``smaller reporting companies.'' In addition, the proposals would maintain the current disclosure requirements for smaller companies contained in Regulation S-B, but integrate them into Regulation S-K. We also are soliciting suggestions for additional ways in which we could better scale our disclosure and reporting requirements to the needs of smaller reporting companies and their investors.",2007-07-19,"['Reporting and recordkeeping requirements', 'Securities', 'Small businesses']"
02-6288.xml,Reporting Levels for Large Trader Reports; Security Futures Products,The Commodity Futures Trading Commission (Commission or CFTC) is amending its rules to establish reporting levels for security features products (SFPs) traded on designated contract markets and notice-designated contract markets. The reporting levels are 1000 contracts for an SFP involving an individual security and 200 contracts for an SFP involving a narrow-based index of equity securities.,2002-03-15,"['Brokers', 'Reporting and recordkeeping requirements']"
2011-26635.xml,Disclosure of Information; Privacy Act Regulations; Notice and Amendments,"The Dodd-Frank Wall Street Reform and Consumer Protection Act (Act), abolished the Office of Thrift Supervision (OTS) and, as of July 21, 2011, the statutorily prescribed transfer date (Transfer Date), the functions and regulations of the OTS relating to savings and loan holding companies, Federal savings associations, and State savings associations to the Board of Governors of the Federal Reserve System (FRB), the Office of the Comptroller of the Currency (OCC), and the FDIC, respectively. The Board of Directors is finalizing an interim rule that confirmed that, effective on the Transfer Date, the OTS Freedom of Information Act (FOIA) and Privacy Act (PA) regulations will not be enforced by the FDIC and that, instead, all FOIA and PA issues will be addressed under the FDIC's regulations involving disclosure of information and the PA, as amended.",2011-10-14,"['Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Freedom of information', 'Privacy', 'Savings associations']"
2018-27791.xml,Community Reinvestment Act Regulations,"The OCC, the Board, and the FDIC (collectively, the Agencies) are amending their Community Reinvestment Act (CRA) regulations to adjust the asset-size thresholds used to define ``small bank'' or ``small savings association'' and ``intermediate small bank'' or ``intermediate small savings association.'' As required by the CRA regulations, the adjustment to the threshold amount is based on the annual percentage change in the Consumer Price Index for Urban Wage Earners and Clerical Workers (CPI-W).",2018-12-27,"['Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Community development', 'Credit', 'Investments', 'National banks', 'Reporting and recordkeeping requirements', 'Savings associations']"
02-30636.xml,Transactions Between Member Banks and Their Affiliates,"Sections 23A and 23B of the Federal Reserve Act restrict the ability of a member bank to engage in certain transactions with an affiliate. Since its initial passage in 1933, the Board and its staff have issued numerous formal and informal interpretations of section 23A. On October 31, 2002, the Board adopted a new Regulation W, which implements sections 23A and 23B and incorporates most of these interpretations. Accordingly, the Board is rescinding most of its formal interpretations of section 23A and removing these interpretations, as well as most staff opinions relating to section 23A, from the Federal Reserve Regulatory Service. With the adoption of Regulation W, most of the Board's previous section 23A interpretations are outdated or unnecessary, and the Board believes that reliance on the new Regulation W will eliminate confusion and simplify compliance with sections 23A and 23B.",2002-12-12,['Federal Reserve System']
2016-23891.xml,Standards for Covered Clearing Agencies,"The Securities and Exchange Commission (``SEC'' or ``Commission'') is adopting amendments to Rule 17Ad-22 and adding new Rule 17Ab2-2 pursuant to Section 17A of the Securities Exchange Act of 1934 (``Exchange Act'') and the Payment, Clearing, and Settlement Supervision Act of 2010 (``Clearing Supervision Act''), enacted in Title VIII of the Dodd-Frank Wall Street Reform and Consumer Protection Act of 2010 (``Dodd-Frank Act''). Among other things, the rules establish enhanced standards for the operation and governance of those clearing agencies registered with the Commission (``registered clearing agencies'') that meet the definition of ``covered clearing agency.''",2016-10-13,"['Reporting and recordkeeping requirements', 'Securities']"
04-13413.xml,Supervised Investment Bank Holding Companies,"The Securities and Exchange Commission (``Commission'') is adopting rules to implement Section 17(i) of the Securities Exchange Act of 1934, which created a new framework for supervising an investment bank holding company (``IBHC''). An IBHC that meets specified criteria may elect to become a supervised investment bank holding company (``SIBHC'') and be subject to supervision on a group- wide basis by filing a notice of intention with the Commission. Pursuant to the statute and these new rules, an IBHC is eligible to be an SIBHC if it is not affiliated with certain types of banks and has a subsidiary broker-dealer with a substantial presence in the securities markets. These rules provide an IBHC with a process to become supervised by the Commission as an SIBHC, and establish regulatory requirements for an SIBHC, including requirements regarding its group- wide internal risk management control system, recordkeeping, and periodic reporting (including reporting of consolidated computations of allowable capital and risk allowances consistent with the standards published by the Basel Committee on Banking Supervision). The Commission also is adopting an exemption to the Commission's risk assessment rules to exempt a broker-dealer that is affiliated with an SIBHC from those rules because these new SIBHC rules will require that an SIBHC maintain substantially the same records and make substantially the same reports to the Commission that a broker-dealer must maintain and make pursuant to the risk assessment rules. Finally, the Commission is amending the audit requirements for over-the-counter (``OTC'') derivatives dealers to permit OTC derivatives dealers to file, as part of their annual audits, a supplemental report regarding the firm's internal risk management control systems based on agreed-upon procedures rather than auditing standards.",2004-06-21,"['Administrative practice and procedure', 'Authority delegations (Government agencies)', 'Brokers', 'Reporting and recordkeeping requirements', 'Securities']"
E9-15323.xml,Procedures To Enhance the Accuracy and Integrity of Information Furnished to Consumer Reporting Agencies Under Section 312 of the Fair and Accurate Credit Transactions Act,"The OCC, Board, FDIC, OTS, NCUA, and FTC (Agencies) are publishing these final rules to implement the accuracy and integrity and direct dispute provisions in section 312 of the Fair and Accurate Credit Transactions Act of 2003 (FACT Act) that amended section 623 of the Fair Credit Reporting Act (FCRA). The final rules implement the requirement that the Agencies issue guidelines for use by furnishers regarding the accuracy and integrity of the information about consumers that they furnish to consumer reporting agencies (CRAs) and prescribe regulations requiring furnishers to establish reasonable policies and procedures for implementing the guidelines. These final rules also implement the requirement that the Agencies issue regulations identifying the circumstances under which a furnisher must reinvestigate disputes about the accuracy of information contained in a consumer report based on a direct request from a consumer.",2009-07-01,"['Administrative practice and procedure', 'Bank deposit insurance', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Consumer protection', 'Credit', 'Credit unions', 'Holding companies', 'National banks', 'Privacy', 'Reporting and recordkeeping requirements', 'Savings associations', 'Trade practices']"
2017-22093.xml,Simplifications to the Capital Rule Pursuant to the Economic Growth and Regulatory Paperwork Reduction Act of 1996,"In March 2017, the Office of the Comptroller of the Currency, the Board of Governors of the Federal Reserve System, and the Federal Deposit Insurance Corporation (collectively, the agencies) submitted a report to Congress pursuant to the Economic Growth and Regulatory Paperwork Reduction Act of 1996, in which they committed to meaningfully reduce regulatory burden, especially on community banking organizations. Consistent with that commitment, the agencies are inviting public comment on a notice of proposed rulemaking that would simplify compliance with certain aspects of the capital rule. A majority of the proposed simplifications would apply solely to banking organizations that are not subject to the advanced approaches capital rule (non-advanced approaches banking organizations). Specifically, the agencies are proposing that non-advanced approaches banking organizations apply a simpler regulatory capital treatment for: Mortgage servicing assets; certain deferred tax assets arising from temporary differences; investments in the capital of unconsolidated financial institutions; and capital issued by a consolidated subsidiary of a banking organization and held by third parties (minority interest). More generally, the proposal also includes revisions to the treatment of certain acquisition, development, or construction exposures that are designed to address comments regarding the current definition of high volatility commercial real estate exposure under the capital rule's standardized approach. Under the standardized approach, the proposed revisions to the treatment of acquisition, development, or construction exposures would not apply to existing exposures that are outstanding or committed prior to any final rule's effective date. In addition to the proposed simplifications, the agencies also are proposing various additional clarifications and technical amendments to the agencies' capital rule, which would apply to both non-advanced approaches banking organizations and advanced approaches banking organizations.",2017-10-27,"['Administrative practice and procedure', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Federal Reserve System', 'Holding companies', 'National banks', 'Savings associations']"
2017-18284.xml,Home Mortgage Disclosure (Regulation C),"The Bureau of Consumer Financial Protection (Bureau) is amending Regulation C to make technical corrections to and to clarify certain requirements adopted by the Bureau's Home Mortgage Disclosure (Regulation C) final rule (2015 HMDA Final Rule), which was published in the Federal Register on October 28, 2015. The Bureau is also amending Regulation C to increase the threshold for collecting and reporting data about open-end lines of credit for a period of two years so that financial institutions originating fewer than 500 open-end lines of credit in either of the preceding two years would not be required to begin collecting such data until January 1, 2020. The Bureau also is adopting a new reporting exclusion.",2017-09-13,"['Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Credit unions', 'Mortgages', 'National banks', 'Reporting and recordkeeping requirements', 'Savings associations']"
04-5928.xml,Filing Procedures; Transactions With Affiliates,"Insured State nonmember banks are subject to the restrictions and limitations on transactions by member banks with affiliates found in sections 23A and 23B of the Federal Reserve Act ``in the same manner and to the same extent'' as though they were member banks. The Board of Governors of the Federal Reserve System (FRB) adopted 12 CFR 223 (``Regulation W'') governing sections 23A and 23B. The FDIC is proposing to add a new part to title 12 of the CFR that would cross reference Regulation W to make it clear that insured State nonmember banks are subject to the restrictions and limitations, and may take advantage of the exemptions, contained in Regulation W. FDIC's regulation would also make it clear that the FDIC administers the restrictions and limitations contained in Regulation W as to insured State nonmember banks, may grant case-by-case exemptions from those restrictions and limitations, and is the appropriate agency to make other determinations under Regulation W. The proposal would also amend part 303 of FDIC's regulations governing filing and hearing procedures by adding a new section that would govern requests for exemptions from new part 324 and hearings that are held for the purpose determining whether a shareholder or company exercises a controlling influence over another company.",2004-03-17,"['Administrative practice and procedure', 'Authority delegations (Government agencies)', 'Bank deposit insurance', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Foreign investments in United States', 'Reporting and recordkeeping requirements', 'Savings associations']"
2018-20029.xml,Availability of Funds and Collection of Checks,"The Board is publishing a final rule that amends Subpart C of Regulation CC to address situations where there is a dispute as to whether a check has been altered or was issued with an unauthorized signature, and the original paper check is not available for inspection. This rule adopts a presumption of alteration for disputes between banks over whether a substitute check or electronic check contains an alteration or is derived from an original check that was issued with an unauthorized signature of the drawer.",2018-09-17,"['Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Federal Reserve System', 'Reporting and recordkeeping requirements']"
2020-06371.xml,"Total Loss-Absorbing Capacity, Long-Term Debt, and Clean Holding Company Requirements for Systemically Important U.S. Bank Holding Companies and Intermediate Holding Companies of Systemically Important Foreign Banking Organizations: Eligible Retained Income","In light of recent disruptions in economic conditions caused by the coronavirus disease 2019 (COVID-19) and current strains in U.S. financial markets, the Board is issuing an interim final rule that revises the definition of eligible retained income for purposes of the Board's total loss-absorbing capacity (TLAC) rule. The revised definition of eligible retained income will make any automatic limitations on capital distributions that could apply under the TLAC rule more gradual and aligns to recent action taken by the Board and the other Federal banking agencies in the capital rule.",2020-03-26,"['Administrative practice and procedure', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Credit', 'Federal Reserve System', 'Holding companies', 'Investments', 'Reporting and recordkeeping requirements', 'Securities', 'Qualified financial contracts']"
01-536.xml,Role of Independent Directors of Investment Companies,"The Commission is adopting amendments to certain exemptive rules under the Investment Company Act of 1940 to require that, for investment companies that rely on those rules: independent directors constitute a majority of their board of directors; independent directors select and nominate other independent directors; and any legal counsel for the independent directors be an independent legal counsel. We also are adopting amendments to our rules and forms to improve the disclosure that investment companies provide about their directors. These amendments are designed to enhance the independence and effectiveness of boards of directors of investment companies and to better enable investors to assess the independence of those directors.",2001-01-16,"['Investment companies', 'Reporting and recordkeeping requirements', 'Securities']"
01-12689.xml,Study of Banking Regulations Regarding the Online Delivery of Financial Services,"Pursuant to section 729 of the Gramm-Leach-Bliley Act (the GLB Act or Act), the Board is conducting a study and preparing a report about its banking regulations with respect to the online delivery of financial services. To assist this review of its regulations, the Board requests comment on whether any of its regulations should be amended or removed in order to facilitate online banking.",2001-05-21,[]
2016-11764.xml,Adoption of Updated EDGAR Filer Manual,"The Securities and Exchange Commission (the Commission) is adopting revisions to the Electronic Data Gathering, Analysis, and Retrieval System (EDGAR) Filer Manual and related rules to reflect updates to the EDGAR system. The updates are being made primarily to support the 2016 XBRL taxonomies; add new submission form types SBSE, SBSE/A, SBSE-A, SBSE-A/A, SBSE-BD, SBSE-BD/A, SBSE-C and SBSE-W pursuant to Section 15F of the Securities Exchange Act of 1934 (the Exchange Act) and Rules 15Fb1-1 through 15Fb6-2 thereunder; add submission form types 17HACON, 17HACON/A, 17HQCON and 17HQCON/A pursuant to Rules 17h-1T and 17h-2T under the Exchange Act; and permit a value of zero in addition to the currently allowable numeric values in the ``Current Number of Employees'' field on the ``Disclosure Requirements'' screen of the Regulation Crowdfunding submission form types C, C/A and C-U. The EDGAR system was upgraded to support the new 2016 XBRL taxonomies on March 7, 2016. The EDGAR system is scheduled to be upgraded to support the other functionalities on April 25, 2016.",2016-05-19,"['Reporting and recordkeeping requirements', 'Securities', 'Incorporation by reference']"
E9-2336.xml,Risk-Based Capital Guidelines; Leverage Capital Guidelines,"To reduce liquidity and other strains being experienced by money market mutual funds, the Federal Reserve System adopted on September 19, 2008, the Asset-Backed Commercial Paper Money Market Mutual Fund Lending Facility (AMLF) that enables depository institutions and bank holding companies to borrow from the Federal Reserve Bank of Boston on a nonrecourse basis if they use the proceeds of the loan to purchase certain types of asset-backed commercial paper (ABCP) from money market mutual funds. To facilitate this Federal Reserve lending program, the Board of Governors of the Federal Reserve System (Board) also adopted an exemption from its leverage and risk- based capital rules for ABCP held by a state member bank or bank holding company as a result of its participation in this program.",2009-02-06,"['Administrative practice and procedure', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Confidential business information', 'Crime', 'Currency', 'Federal Reserve System', 'Holding companies', 'Mortgages', 'Reporting and recordkeeping requirements', 'Securities']"
01-2730.xml,Disclosure of Equity Compensation Plan Information,"We are publishing for comment proposed amendments to the disclosure requirements applicable to proxy statements and periodic reports under the Securities Exchange Act of 1934. We seek to enhance disclosure of the number of securities authorized for issuance under, and received by or allocated to participants pursuant to, equity compensation plans.",2001-02-01,"['Reporting and recordkeeping requirements', 'Securities']"
E6-8000.xml,One-Time Assessment Credit; Correction,"This document corrects the preamble to the proposed rule published in the Federal Register of May 18, 2006, regarding the One- time Assessment Credit. Specifically, this document corrects the Agency Web site for submitting comments on this proposed rule.",2006-05-25,[]
01-21451.xml,Rules Relating to Intermediaries of Commodity Interest Transactions,"Following the enactment of the Commodity Futures Modernization Act of 2000 (CFMA) and the resulting revisions to the Commodity Exchange Act (CEA or Act), the Commodity Futures Trading Commission (CFTC or Commission) is proposing rules relating to intermediation of commodity futures and commodity options (commodity interest) transactions. These proposed new rules and rule amendments would provide greater flexibility in several areas, and address, among other things, the definition of the term ``principal,'' certified financial reports, ethics training, disclosure, account opening procedures, trading standards, reporting requirements, and offsetting positions. The Commission would also make additional changes to allow a registrant to notify the Commission when a new natural person is added as a principal promptly after the change occurs. The proposed rules are consistent with the mandate of the CFMA to streamline regulation of entities registered under the Act. Most of the proposed new rules and rule amendments were part of the Commission's final rules relating to intermediaries that were adopted in December 2000, and subsequently withdrawn following the CFMA's enactment in order to determine their consistency with the CFMA (December Release). Upon reviewing the proposed rules in light of the CFMA, as described in greater detail below, the Commission has determined that the rules proposed herein are consistent with the CFMA. The Commission encourages interested persons to read the December Release and the proposals published in June 2000 for a discussion of the background and purpose of each of the rules and rule amendments that is not described in detail in this Federal Register release.",2001-08-28,"['Administrative practice and procedure', 'Advertising', 'Authority delegations (Government agencies)', 'Brokers', 'Commodity futures', 'Conflict of interests', 'Consumer protection', 'Organization and functions (Government agencies)', 'Reporting and recordkeeping requirements']"
E7-14793.xml,Shareholder Choice Regarding Proxy Materials,"We are adopting amendments to the proxy rules under the Securities Exchange Act of 1934 to provide shareholders with the ability to choose the means by which they access proxy materials. Under the amendments, issuers and other soliciting persons will be required to post their proxy materials on an Internet Web site and provide shareholders with a notice of the Internet availability of the materials. The issuer or other soliciting person may choose to furnish paper copies of the proxy materials along with the notice. If the issuer or other soliciting person chooses not to furnish a paper copy of the proxy materials along with the notice, a shareholder may request delivery of a copy at no charge to the shareholder.",2007-08-01,"['Reporting and recordkeeping requirements', 'Securities']"
2016-07304.xml,Alternative to Fingerprinting Requirement for Foreign Natural Persons,The Commodity Futures Trading Commission (``Commission'' or ``CFTC'') is amending existing Commission regulations to establish an alternative to fingerprinting to evaluate the fitness of natural persons who are required to submit fingerprints under the Commission's regulations and who have not resided in the United States since reaching 18 years of age (``Final Rule'').,2016-04-01,"['Brokers', 'Commodity futures', 'Reporting and recordkeeping requirements', 'Swaps']"
2015-29740.xml,"Total Loss-Absorbing Capacity, Long-Term Debt, and Clean Holding Company Requirements for Systemically Important U.S. Bank Holding Companies and Intermediate Holding Companies of Systemically Important Foreign Banking Organizations; Regulatory Capital Deduction for Investments in Certain Unsecured Debt of Systemically Important U.S. Bank Holding Companies","The Board is inviting comment on a proposed rule to promote financial stability by improving the resolvability and resiliency of large, interconnected U.S. bank holding companies and the U.S. operations of large, interconnected foreign banking organizations pursuant to section 165 of the Dodd-Frank Wall Street Reform and Consumer Protection Act (Dodd-Frank Act) and related deduction requirements for all banking organizations subject to the Board's capital rules. Under the proposed rule, a U.S. top-tier bank holding company identified by the Board as a global systemically important banking organization (covered BHC) would be required to maintain outstanding a minimum amount of loss-absorbing instruments, including a minimum amount of unsecured long-term debt, and related buffer. Similarly, the proposed rule would require the top-tier U.S. intermediate holding company of a global systemically important foreign banking organization with $50 billion or more in U.S. non-branch assets (covered IHC) to maintain outstanding a minimum amount of intra-group loss-absorbing instruments, including a minimum amount of unsecured long-term debt, and related buffer. The proposed rule would also impose restrictions on the other liabilities that a covered BHC or covered IHC may have outstanding. Finally, the proposed rule would require state member banks, bank holding companies, and savings and loan holding companies that are subject to the Board's capital rules to apply a regulatory capital deduction treatment to their investments in unsecured debt issued by covered BHCs.",2015-11-30,[]
06-9600.xml,Electronic Filing of Transfer Agent Forms,"The Securities and Exchange Commission (``Commission'') is adopting amendments to the rules and forms under Section 17A of the Securities Exchange Act of 1934 (``Act'') to require that the forms filed with respect to transfer agent registration, annual reporting, and withdrawal from registration be filed with the Commission electronically. The forms will be filed on the Commission's EDGAR database in XML format and will be accessible to Commission staff and the public for search and retrieval. The amendments will improve the Commission's ability to utilize the information reported on the forms in performing its oversight function of transfer agent operations and to publicly disseminate the information on the forms.",2006-12-12,"['Reporting and recordkeeping requirements', 'Securities']"
E9-4586.xml,Modification of Temporary Liquidity Guarantee Program,The FDIC is issuing this Interim Rule to make a minor modification to the Temporary Liquidity Guarantee Program (TLGP) to include certain issuances of mandatory convertible debt (MCD) under the TLGP debt guarantee program.,2009-03-04,"['Bank deposit insurance', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Holding companies', 'National banks', 'Reporting and recordkeeping requirements', 'Savings associations']"
E7-16184.xml,Availability of Funds and Collection of Checks,The Board of Governors is amending appendix A of Regulation CC to delete the reference to the Helena branch office of the Federal Reserve Bank of Minneapolis and reassign the Federal Reserve routing symbols currently listed under that office to the Denver branch office of the Federal Reserve Bank of Kansas City. These amendments will ensure that the information in appendix A accurately describes the actual structure of check processing operations within the Federal Reserve System.,2007-08-17,"['Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Reporting and recordkeeping requirements']"
E7-19062.xml,Extensions of Credit by Federal Reserve Banks,The Board of Governors of the Federal Reserve System (Board) has adopted final amendments to its Regulation A to reflect the Board's approval of a decrease in the primary credit rate at each Federal Reserve Bank. The secondary credit rate at each Reserve Bank automatically decreased by formula as a result of the Board's primary credit rate action.,2007-09-27,"['Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Federal Reserve System', 'Reporting and recordkeeping requirements']"
2017-06290.xml,Adoption of Updated EDGAR Filer Manual,"The Securities and Exchange Commission (the Commission) is adopting revisions to the Electronic Data Gathering, Analysis, and Retrieval System (EDGAR) Filer Manual and related rules to reflect updates to the EDGAR system. The updates are being made primarily to support the new online version of the Transfer Agent submission form types; provide for the ability for filers to submit duplicate filings for submission form type 10-D; and provide for the ability for filers to upload the notarized authentication document and the power of attorney as separate CORRESP documents when submitting a request to manually update their EDGAR filing passphrase. The EDGAR system was upgraded to support the US GAAP 2017 Taxonomy on March 6, 2016. The EDGAR system is scheduled to be upgraded to support the other functionalities on March 13, 2017.",2017-03-31,"['Reporting and recordkeeping requirements', 'Securities', 'Incorporation by reference']"
2017-15763.xml,Amendments to Federal Mortgage Disclosure Requirements Under the Truth in Lending Act (Regulation Z),"The Bureau of Consumer Financial Protection (Bureau) is proposing to amend Federal mortgage disclosure requirements under the Real Estate Settlement Procedures Act and the Truth in Lending Act that are implemented in Regulation Z. The proposed amendments relate to when a creditor may compare charges paid by or imposed on the consumer to amounts disclosed on a Closing Disclosure, instead of a Loan Estimate, to determine if an estimated closing cost was disclosed in good faith. Specifically, the proposed amendments would permit creditors to do so regardless of when the Closing Disclosure is provided relative to consummation.",2017-08-11,"['Advertising', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Consumer protection', 'Credit', 'Credit unions', 'Mortgages', 'National banks', 'Reporting and recordkeeping requirements', 'Savings associations', 'Truth in lending']"
2018-28267.xml,Expanded Examination Cycle for Certain Small Insured Depository Institutions and U.S. Branches and Agencies of Foreign Banks,"On August 29, 2018, the OCC, Board, and FDIC (collectively, the agencies) issued interim final rules that were effective immediately to implement section 210 of the Economic Growth, Regulatory Relief, and Consumer Protection Act (Economic Growth Act), which was enacted on May 24, 2018. The agencies are now adopting the interim final rules as final without change. The interim final rules and final rules implement section 210 of the Economic Growth Act, which amended section 10(d) of the Federal Deposit Insurance Act (FDI Act) to permit the agencies to examine qualifying insured depository institutions (IDIs) with under $3 billion in total assets not less than once during each 18-month period. In addition, these final rules adopt as final the parallel changes to the agencies' regulations governing the on-site examination cycle for U.S. branches and agencies of foreign banks, consistent with the International Banking Act of 1978 (IBA).",2018-12-28,"['Accounting', 'Administrative practice and procedure', 'Agriculture', 'Authority delegations (Government agencies)', 'Bank deposit insurance', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Confidential business information', 'Credit', 'Crime', 'Currency', 'Exports', 'Federal Reserve System', 'Flood insurance', 'Foreign banking', 'Freedom of information', 'Holding companies', 'Individuals with disabilities', 'Investments', 'Minority businesses', 'Mortgages', 'Organization and functions (Government agencies)', 'Reporting and recordkeeping requirements', 'Savings associations', 'Securities', 'Women']"
2016-12325.xml,Recordkeeping for Timely Deposit Insurance Determination,"On February 26, 2016, the FDIC published in the Federal Register a notice of proposed rulemaking entitled ``Recordkeeping for Timely Deposit Insurance Determination'' and solicited public comment. To allow the public more time to consider this proposed rulemaking and the issues and questions posed for comment, particularly those related to the estimated cost of compliance, the FDIC has determined that an extension of the comment period for an additional 30-day period ending June 27, 2016, is appropriate.",2016-05-26,[]
E7-20998.xml,Extension of Time Period for Quarterly Reporting of Bank Officers' and Certain Employees' Personal Securities Transactions,The FDIC is amending its regulation governing personal securities trading reporting to extend the time period from 10-business to 30-calendar days after the end of the calendar quarter that officers and all employees of state nonmember banks who make or participate in investment decisions for the accounts of customers have to report their personal securities transactions.,2007-10-25,['Reporting and recordkeeping requirements']
03-22090.xml,Bank Holding Companies and Change in Bank Control: Exception to Anti-Tying Restrictions,"The Board proposes to adopt an exception to the anti-tying restrictions of section 106 of the Bank Holding Company Act Amendments of 1970 in order to equalize the treatment of financial subsidiaries of banks under section 106. The proposed exception provides that a financial subsidiary of a state nonmember bank shall be treated as an affiliate of the bank, and not as a subsidiary of the bank, for purposes of section 106. The anti-tying restrictions of section 106 generally apply to subsidiaries, but not affiliates, of banks. Financial subsidiaries of national and state member banks already are treated as affiliates (and not subsidiaries) of the parent bank for purposes of section 106.",2003-08-29,"['Administrative practice and procedure', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Federal Reserve System', 'Holding companies', 'Reporting and recordkeeping requirements', 'Securities']"
